practice_name,canonical_code,postcode,street_address,telephone,email,website_url,nhs_profile_url,latitude,longitude,accepting_new_patients,country,nation,source_type,ods_primary_role_id,ods_primary_role_description,ods_active_roles,ods_org_link,last_change_date,registered_patient_count,google_maps_query
DR. MCCUTCHEON & PARTNERS,Z00003,BT4 1NS,"GREENWAY PRACTICE, HOLYWOOD ARCHES HC 2ND FLOOR, BELFAST",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00003,2021-09-16,,DR. MCCUTCHEON & PARTNERS BT4 1NS
DR. MCCALLAN & PARTNERS,Z00015,BT4 1NT,"HOLYWOOD ROAD SURGERY, 54 HOLYWOOD ROAD, BELFAST",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00015,2024-02-19,,DR. MCCALLAN & PARTNERS BT4 1NT
DR. MILLAR & PARTNERS,Z00014,BT4 3HZ,"KERRSLAND SURGERY, 169 UPPER NEWTOWNARDS ROAD, BELFAST",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00014,2024-02-19,,DR. MILLAR & PARTNERS BT4 3HZ
DR. MCCANN & PARTNERS,Z00016,BT4 3LH,"KNOCK MEDICAL CENTRE, 423B UPPER NEWTOWNARDS ROAD, BELFAST",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00016,2021-09-16,,DR. MCCANN & PARTNERS BT4 3LH
DR. BLACK & PARTNERS,Z00393,BT40 1PB,"LARNE MEDICAL PRACTICE, LARNE HEALTH CENTRE, LARNE",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00393,2023-11-20,,DR. BLACK & PARTNERS BT40 1PB
DR. FERGUSON & PARTNERS,Z00391,BT40 1XH,"VICTORIA SURGERY - LARNE, MOYLE MEDICAL CENTRE, LARNE",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00391,2021-09-15,,DR. FERGUSON & PARTNERS BT40 1XH
DR. KIRK & PARTNERS,Z00388,BT40 1XH,"INVER SURGERY, MOYLE MEDICAL CENTRE, LARNE",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00388,2022-08-22,,DR. KIRK & PARTNERS BT40 1XH
DR. MCILROY & PARTNERS,Z00389,BT40 1XH,"CORRAN SURGERY, MOYLE MEDICAL CENTRE, LARNE",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00389,2021-09-15,,DR. MCILROY & PARTNERS BT40 1XH
DR. O'HANLON & PARTNERS,Z00334,BT41 3AE,"RANDALSTOWN MEDICAL PRACTICE, 5 NEILLSBROOK ROAD, ANTRIM",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00334,2021-09-14,,DR. O'HANLON & PARTNERS BT41 3AE
DR. JOHNSTON & PARTNERS,Z00333,BT41 3TF,"TOOME SURGERY, TOOME HOUSE, 55 MAIN STREET, ANTRIM",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00333,2023-08-21,,DR. JOHNSTON & PARTNERS BT41 3TF
DR. FIELD & PARTNERS,Z00307,BT41 4BS,"ANTRIM CASTLE SURGERY, ANTRIM HEALTH CENTRE, ANTRIM",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00307,2021-09-15,,DR. FIELD & PARTNERS BT41 4BS
DR. KIDD & PARTNERS,Z00327,BT41 4BS,"ANTRIM HEALTH CENTRE, STATION ROAD, ANTRIM",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00327,2022-02-28,,DR. KIDD & PARTNERS BT41 4BS
DR. MCCULLOUGH & PARTNERS,Z00326,BT41 4BS,"THE FAMILY PRACTICE, ANTRIM HEALTH CENTRE, ANTRIM",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00326,2024-11-15,,DR. MCCULLOUGH & PARTNERS BT41 4BS
DR. MCKENNA & PARTNERS,Z00330,BT41 4BS,"STATION ROAD HEALTH CENTRE, STATION ROAD, ANTRIM",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00330,2022-03-01,,DR. MCKENNA & PARTNERS BT41 4BS
DR. THOMPSON & PARTNERS,Z00308,BT41 4HR,"ORIEL SURGERY, 31 ORIEL ROAD, ANTRIM",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00308,2023-08-21,,DR. THOMPSON & PARTNERS BT41 4HR
DR. JOHNSTON & PARTNERS,Z00328,BT42 1GP,"MAINE MEDICAL CULLYBACKEY, OLD MILL PARK, MAIN STREET, BALLYMENA",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00328,2021-09-14,,DR. JOHNSTON & PARTNERS BT42 1GP
DR. MCKELVEY & PARTNERS,Z00310,BT42 1NW,"CULLYBACKEY MEDICAL PRACTICE, CULLYBACKEY HEALTH CENTRE, BALLYMENA",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00310,2024-02-19,,DR. MCKELVEY & PARTNERS BT42 1NW
DR. BUTLER & PARTNERS,Z00304,BT42 2PB,"MAINE MEDICAL AHOGHILL, THE OLD MEETING HOUSE, BALLYMENA",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00304,2021-09-14,,DR. BUTLER & PARTNERS BT42 2PB
DR. GREER & PARTNERS,Z00325,BT42 3JU,"KELLS & CONNOR MEDICAL CENTRE, 36 CHURCH ROAD, BALLYMENA",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00325,2023-08-21,,DR. GREER & PARTNERS BT42 3JU
DR. REDMOND & PARTNERS,Z00317,BT42 4JA,"BROUGHSHANE MEDICAL PRACTICE, 76 MAIN STREET, BALLYMENA",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00317,2021-09-14,,DR. REDMOND & PARTNERS BT42 4JA
DR. RUSSELL & PARTNERS,Z00313,BT43 5BA,"GABLES MEDICAL CENTRE, 45 WAVENEY ROAD, BALLYMENA",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00313,2021-09-15,,DR. RUSSELL & PARTNERS BT43 5BA
DR. VERCOE-ROGERS & PARTNERS,Z00396,BT43 5BY,"OLD BANK SURGERY, 18 BALLYMONEY ROAD, BALLYMENA",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00396,2023-02-20,,DR. VERCOE-ROGERS & PARTNERS BT43 5BY
DR. BROWN & PARTNERS,Z00323,BT43 5HB,"SMITHFIELD MEDICAL CENTRE, 7 SMITHFIELD PLACE, BALLYMENA",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00323,2023-08-21,,DR. BROWN & PARTNERS BT43 5HB
DR. MCQUILLAN & PARTNERS,Z00321,BT43 6HB,"SEVEN TOWERS SURGERY, BALLYMENA HEALTH & CARE CENTRE, BALLYMENA",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00321,2021-09-14,,DR. MCQUILLAN & PARTNERS BT43 6HB
DR. BAILIE & PARTNERS,Z00315,BT43 6HQ,"MOUNTVIEW SURGERY, BALLYMENA HEALTH & CARE CENTRE, BALLYMENA",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00315,2024-11-19,,DR. BAILIE & PARTNERS BT43 6HQ
DR. STEVENSON & PARTNERS,Z00314,BT43 6HQ,"BALLYMENA HEALTH & CARE CENTRE, 86 CUSHENDALL ROAD, BALLYMENA",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00314,2024-05-22,,DR. STEVENSON & PARTNERS BT43 6HQ
DR. TOBOLSKA,Z00395,BT43 6JD,"ROCKFIELD MEDICAL CENTRE, 73 DOURY ROAD, BALLYMENA",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00395,2026-02-20,,DR. TOBOLSKA BT43 6JD
DR. MCSPARRAN & PARTNERS,Z00357,BT44 0TE,"GLENS OF ANTRIM MEDICAL CENTRE, 2 GORTACLEE ROAD, BALLYMENA",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00357,2021-09-16,,DR. MCSPARRAN & PARTNERS BT44 0TE
DR. BROWNE & PARTNERS,Z00319,BT44 8AD,"PORTGLENONE HEALTH CENTRE, 17 TOWNHILL ROAD, BALLYMENA",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00319,2024-02-19,,DR. BROWNE & PARTNERS BT44 8AD
DR. HENDERSON & PARTNERS,Z00360,BT44 8QB,"RASHARKIN HEALTH CENTRE, 10 MONEYLECK ROAD, BALLYMENA",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00360,2021-09-16,,DR. HENDERSON & PARTNERS BT44 8QB
DR. MCCURDY & PARTNERS,Z00367,BT44 9LF,"THE FROCESS MEDICAL CENTRE, 56 MAIN STREET, BALLYMENA",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00367,2021-09-15,,DR. MCCURDY & PARTNERS BT44 9LF
DR. WALLS & PARTNERS,Z00406,BT45 5DD,"GARDEN STREET SURGERY, 29 GARDEN STREET, MAGHERAFELT",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00406,2021-09-20,,DR. WALLS & PARTNERS BT45 5DD
DR. MORRIS & PARTNERS,Z00412,BT45 6ED,"THE DIAMOND MEDICAL CENTRE, MARKET SQUARE, MAGHERAFELT",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00412,2021-09-20,,DR. MORRIS & PARTNERS BT45 6ED
DR. LOGAN & PARTNERS,Z00402,BT45 7AG,"DRAPERSTOWN SURGERY, 6 TOBERMORE ROAD, MAGHERAFELT",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00402,2024-05-20,,DR. LOGAN & PARTNERS BT45 7AG
DR. MCKAY & PARTNERS,Z00420,BT45 7LJ,"MONEYMORE MEDICAL PRACTICE, 1 FAIRHILL, MAGHERAFELT",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00420,2024-05-20,,DR. MCKAY & PARTNERS BT45 7LJ
DR. WOULAHAN & PARTNERS,Z00417,BT45 8AZ,"CASTLEDAWSON SURGERY, STATION ROAD, MAGHERAFELT",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00417,2025-05-16,,DR. WOULAHAN & PARTNERS BT45 8AZ
DR. SHAW & PARTNERS,Z00410,BT46 5EA,"MAGHERA MEDICAL CENTRE, 25 CHURCH STREET, MAGHERA",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00410,2021-09-16,,DR. SHAW & PARTNERS BT46 5EA
DR. DOHERTY & PARTNERS,Z00627,BT47 3AB,"EGLINTON MEDICAL PRACTICE, 29 MAIN STREET, LONDONDERRY",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00627,2024-02-19,,DR. DOHERTY & PARTNERS BT47 3AB
DR. GALLAGHER & PARTNERS,Z00600,BT47 4AB,"CLAUDY HEALTH CENTRE, 38A IRWIN CRESCENT, LONDONDERRY",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00600,2021-09-20,,DR. GALLAGHER & PARTNERS BT47 4AB
DR. KYLE & PARTNERS,Z00614,BT47 4RS,"DUNGIVEN FAMILY PRACTICE, DUNGIVEN HEALTH CENTRE, LONDONDERRY",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00614,2025-08-18,,DR. KYLE & PARTNERS BT47 4RS
DR. KNOX & PARTNER,Z00603,BT47 4TD,"FEENY MEDICAL PRATICE, THE HEALTH CENTRE, LONDONDERRY",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00603,2022-03-01,,DR. KNOX & PARTNER BT47 4TD
DR. CAMPBELL & PARTNERS,Z00624,BT47 6AH,"GLENDERMOTT MEDICAL, WATERSIDE HEALTH CENTRE, LONDONDERRY",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00624,2026-02-20,,DR. CAMPBELL & PARTNERS BT47 6AH
DR. CANAVAN & PARTNERS,Z00596,BT47 6AH,"CITYVIEW MEDICAL, WATERSIDE HEALTH CENTRE, LONDONDERRY",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00596,2025-11-14,,DR. CANAVAN & PARTNERS BT47 6AH
DR. RODGERS & PARTNERS,Z00626,BT47 6AH,"RIVERFRONT MEDICAL, WATERSIDE HEALTH CENTRE, LONDONDERRY",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00626,2024-05-20,,DR. RODGERS & PARTNERS BT47 6AH
DR. MCCANN & PARTNERS,Z00625,BT48 0LZ,"CREGGAN FAMILY PRACTICE, RATH MOR CENTRE, LONDONDERRY",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00625,2026-02-23,,DR. MCCANN & PARTNERS BT48 0LZ
DR. ORR & PARTNERS,Z00623,BT48 6LD,"FOYLESIDE FAMILY PRACTICE, BRIDGE STREET MEDICAL CENTRE, LONDONDERRY",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00623,2021-09-21,,DR. ORR & PARTNERS BT48 6LD
DR. DOOHAN & PARTNERS,Z00602,BT48 7DH,"OAKLEAF MEDICAL PRACTICE, GREAT JAMES STREET, LONDONDERRY",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00602,2021-09-20,,DR. DOOHAN & PARTNERS BT48 7DH
DR. O'DONNELL & PARTNERS,Z00599,BT48 7DH,"PARK MEDICAL, THE HEALTH CENTRE, LONDONDERRY",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00599,2022-03-01,,DR. O'DONNELL & PARTNERS BT48 7DH
DR. DOHERTY & PARTNER,Z00618,BT48 7ER,"CLARENDON STREET SURGERY, 49 CLARENDON STREET, LONDONDERRY",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00618,2022-03-01,,DR. DOHERTY & PARTNER BT48 7ER
DR. LALSINGH & PARTNERS,Z00615,BT48 7GW,"CLARENDON MEDICAL, 35 NORTHLAND AVENUE, LONDONDERRY",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00615,2021-09-20,,DR. LALSINGH & PARTNERS BT48 7GW
DR. FOY & PARTNERS,Z00598,BT48 7NN,"QUAYSIDE MEDICAL PRACTICE, 80 - 84 STRAND ROAD, LONDONDERRY",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00598,2024-11-15,,DR. FOY & PARTNERS BT48 7NN
DR. MACE & PARTNERS,Z00604,BT48 7NY,"ABERFOYLE MEDICAL PRACTICE, 120 STRAND ROAD, LONDONDERRY",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00604,2022-08-22,,DR. MACE & PARTNERS BT48 7NY
DR. DEANE & PARTNERS,Z00621,BT48 8NL,"NORTHSIDE MEDICAL PRACTICE, SHANTALLOW HEALTH CENTRE, LONDONDERRY",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00621,2024-11-15,,DR. DEANE & PARTNERS BT48 8NL
WHSCT RACECOURSE/MEDICAL,Z00622,BT48 8NL,"RACECOURSE MEDICAL GROUP, SHANTALLOW HEALTH CENTRE, LONDONDERRY",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00622,2025-02-24,,WHSCT RACECOURSE/MEDICAL BT48 8NL
DR. BLACK & PARTNERS,Z00608,BT48 9DN,"ABBEY MEDICAL PRACTICE, ABBEY STREET, LONDONDERRY",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00608,2021-09-20,,DR. BLACK & PARTNERS BT48 9DN
DR. QUINN & PARTNERS,Z00619,BT49 0NA,"LIMAVADY HEALTH CENTRE, SCROGGY ROAD, LIMAVADY",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00619,2024-02-20,,DR. QUINN & PARTNERS BT49 0NA
DR. THOMASIUS & PARTNERS,Z00629,BT49 0NA,"ROE FAMILY PRACTICE, LIMAVADY HEALTH CENTRE, LIMAVADY",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00629,2024-11-15,,DR. THOMASIUS & PARTNERS BT49 0NA
DR. OLLERENSHAW & PARTNERS,Z00597,BT49 0TE,"BOVALLY MEDICAL PRACTICE, 2 ROSSAIR ROAD, LIMAVADY",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00597,2025-02-24,,DR. OLLERENSHAW & PARTNERS BT49 0TE
DR. PRATT & PARTNERS,Z00609,BT49 0TE,"ROSSAIR FAMILY PRACTICE, BOVALLY MEDICAL CENTRE, LIMAVADY",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00609,2021-09-20,,DR. PRATT & PARTNERS BT49 0TE
DR. MCCONVILLE & PARTNERS,Z00018,BT5 4ES,"BRIDGES FAMILY PRACTICE, 2-6 BRYSON STREET, BELFAST",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00018,2021-09-16,,DR. MCCONVILLE & PARTNERS BT5 4ES
DR. THOMPSON & PARTNER,Z00030,BT5 4FT,"EASTSIDE SURGERY, 56 TEMPLEMORE AVENUE, BELFAST",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00030,2025-11-14,,DR. THOMPSON & PARTNER BT5 4FT
DR. MCCLOSKEY & PARTNERS,Z00024,BT5 4NH,"THE MOUNT GROUP PRACTICE, 50 CASTLEREAGH STREET, BELFAST",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00024,2021-09-16,,DR. MCCLOSKEY & PARTNERS BT5 4NH
DR. WILSON & PARTNERS,Z00010,BT5 4PX,"TEMPLEMORE MEDICAL CENTRE, 225 ALBERTBRIDGE ROAD, BELFAST",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00010,2023-08-23,,DR. WILSON & PARTNERS BT5 4PX
DR. MCKENNA & PARTNERS,Z00019,BT5 5DY,"LINEN COURT SURGERY, 336 BEERSBRIDGE ROAD, BELFAST",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00019,2025-05-16,,DR. MCKENNA & PARTNERS BT5 5DY
DR. KELLY & PARTNERS,Z00032,BT5 5FP,"WILLOWFIELD SURGERY, 50/52 CASTLEREAGH ROAD, BELFAST",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00032,2021-09-16,,DR. KELLY & PARTNERS BT5 5FP
DR. ABERNETHY,Z00038,BT5 7BP,"CHERRYVALLEY FAMILY PRACTICE, CHERRYVALLEY HEALTH CENTRE, BELFAST",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00038,2021-09-16,,DR. ABERNETHY BT5 7BP
DR. FINLAY & PARTNERS,Z00037,BT5 7BP,"CHERRYVALLEY GROUP PRACTICE, CHERRYVALLEY HEALTH CENTRE, BELFAST",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00037,2025-05-16,,DR. FINLAY & PARTNERS BT5 7BP
