practice_name,canonical_code,postcode,street_address,telephone,email,website_url,nhs_profile_url,latitude,longitude,accepting_new_patients,country,nation,source_type,ods_primary_role_id,ods_primary_role_description,ods_active_roles,ods_org_link,last_change_date,registered_patient_count,google_maps_query
DR. MEADE & PARTNERS,Z00564,BT74 6NN,"LAKESIDE MEDICAL PRACTICE, ERNE HEALTH CENTRE, ENNISKILLEN",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00564,2021-09-20,,DR. MEADE & PARTNERS BT74 6NN
DR. MULLIGAN & PARTNER,Z00563,BT74 6NN,"DEVENISH PRACTICE, ERNE HEALTH CENTRE, ENNISKILLEN",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00563,2021-11-17,,DR. MULLIGAN & PARTNER BT74 6NN
DR. ELLIOTT & PARTNER,Z00494,BT75 0ND,"THE VALLEY MEDICAL PRACTICE, 20 COONEEN ROAD, FIVEMILETOWN",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00494,2021-09-15,,DR. ELLIOTT & PARTNER BT75 0ND
WHSCT FINTONA/MEDICAL,Z00651,BT78 2BB,"FINTONA MEDICAL CENTRE, 33 DROMORE ROAD, OMAGH",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00651,2025-02-21,,WHSCT FINTONA/MEDICAL BT78 2BB
WHSCT DROMORE/TRILLICK,Z00661,BT78 3AU,"DROMORE SURGERY, 16 CAMDERRY ROAD, OMAGH",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00661,2025-02-24,,WHSCT DROMORE/TRILLICK BT78 3AU
DR. SCULLY,Z00655,BT78 4QY,"DRUMQUIN HEALTHCARE, 23 OMAGH ROAD, OMAGH",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00655,2021-09-21,,DR. SCULLY BT78 4QY
DR. RITCHIE & PARTNER,Z00652,BT78 4SB,"DRUMQUIN SURGERY DR RICHIE, 2H MAIN STREET, OMAGH",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00652,2021-09-21,,DR. RITCHIE & PARTNER BT78 4SB
DR. BRADLEY & PARTNERS,Z00657,BT79 0FL,"THREE SPIRES SURGERY, 7 DONAGHANIE ROAD, OMAGH",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00657,2023-08-21,,DR. BRADLEY & PARTNERS BT79 0FL
DR. DEEHAN & PARTNER,Z00663,BT79 0FL,"STRULE MEDICAL, OMAGH HOSPITAL AND PCC, OMAGH",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00663,2021-09-20,,DR. DEEHAN & PARTNER BT79 0FL
DR. GORMLEY & PARTNERS,Z00662,BT79 0FL,"DRUMRAGH FAMILY PRACTICE, OMAGH HOSPITAL AND PCC, OMAGH",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00662,2021-09-21,,DR. GORMLEY & PARTNERS BT79 0FL
DR. QUINN & PARTNERS,Z00654,BT79 0FL,"GRANGE FAMILY PRACTICE, OMAGH HOSPITAL AND PCC, OMAGH",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00654,2021-09-21,,DR. QUINN & PARTNERS BT79 0FL
DR. MCAULEY & PARTNER,Z00664,BT79 8DL,"SPERRIN FAMILY PRACTICE, 41 MAIN STREET, OMAGH",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00664,2022-08-22,,DR. MCAULEY & PARTNER BT79 8DL
DR. CORRY & PARTNERS,Z00660,BT79 9JR,"CARRICKMORE HEALTH CENTRE, TERMON ROAD, OMAGH",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00660,2021-09-21,,DR. CORRY & PARTNERS BT79 9JR
DR. HAIGNEY & PARTNERS,Z00136,BT8 6GR,"MOUNT ORIEL MEDICAL PRACTICE, KNOCKBREDA WTC, BELFAST",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00136,2021-09-16,,DR. HAIGNEY & PARTNERS BT8 6GR
DR. MASON & PARTNERS,Z00006,BT8 8HR,"CARRYDUFF SURGERY, HILLSBOROUGH ROAD, BELFAST",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00006,2024-02-19,,DR. MASON & PARTNERS BT8 8HR
DR. GRAY & PARTNERS,Z00404,BT80 0DP,"COAGH MEDICAL CENTRE, 67 URBAL ROAD, COOKSTOWN",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00404,2026-02-20,,DR. GRAY & PARTNERS BT80 0DP
DR. BROWN & PARTNERS,Z00407,BT80 8BH,"OAKS FAMILY PRACTICE CENTRE, 48 ORRITOR ROAD, COOKSTOWN",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00407,2021-09-20,,DR. BROWN & PARTNERS BT80 8BH
DR. JOHNSTON & PARTNERS,Z00401,BT80 8BN,"MID ULSTER HEALTH CARE C'TOWN, THE HEALTH CENTRE, COOKSTOWN",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00401,2022-08-22,,DR. JOHNSTON & PARTNERS BT80 8BN
DR. MCKEEVER & PARTNERS,Z00405,BT80 8PE,"LOY MEDICAL CENTRE, 8 LOY STREET, COOKSTOWN",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00405,2021-09-20,,DR. MCKEEVER & PARTNERS BT80 8PE
DR. POTTER & PARTNER,Z00413,BT80 8PE,"COOKSTOWN CIC, THE SURGERY, LOY BUILDINGS, COOKSTOWN",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00413,2024-05-20,,DR. POTTER & PARTNER BT80 8PE
DR. GREENE & PARTNERS,Z00616,BT81 7AZ,"WESTERN RURAL HEALTHCARE, CASTLEDERG GROUP SURGERY, CASTLEDERG",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00616,2022-08-22,,DR. GREENE & PARTNERS BT81 7AZ
DR. FULLERTON & PARTNER,Z00605,BT82 0NB,"DONEMANA SURGERY, 256 BERRYHILL ROAD, STRABANE",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00605,2025-05-16,,DR. FULLERTON & PARTNER BT82 0NB
DR. DINSMORE & PARTNERS,Z00620,BT82 8AS,"FAMILY PRACTICE, STRABANE, STRABANE HEALTH CENTRE, STRABANE",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00620,2025-11-14,,DR. DINSMORE & PARTNERS BT82 8AS
DR. MULLAN & PARTNERS,Z00610,BT82 8AS,"RIVERSIDE PRACTICE, STRABANE HEALTH CENTRE, STRABANE",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00610,2024-05-20,,DR. MULLAN & PARTNERS BT82 8AS
DR. SMYTH & PARTNERS,Z00601,BT82 9AF,"MOURNESIDE MEDICAL CENTRE, 1A BALLYCOLMAN AVENUE, STRABANE",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00601,2024-02-20,,DR. SMYTH & PARTNERS BT82 9AF
DR. HUGHES,Z00146,BT9 6GR,"BALMORAL SURGERY, 436 LISBURN ROAD, BELFAST",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00146,2021-09-16,,DR. HUGHES BT9 6GR
DR. LOGAN & PARTNERS,Z00140,BT9 7HR,"ELMWOOD MEDICAL PRACTICE, DUNLUCE HEALTH CENTRE, BELFAST",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00140,2021-09-16,,DR. LOGAN & PARTNERS BT9 7HR
DR. MCGLADE & PARTNERS,Z00132,BT9 7HR,"DUNLUCE FAMILY PRACTICE, 1 DUNLUCE AVENUE, BELFAST",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00132,2021-09-17,,DR. MCGLADE & PARTNERS BT9 7HR
DR. SHERWOOD & PARTNERS,Z00143,BT9 7HR,"THE ROWAN TREE FAMILY PRACTICE, DUNLUCE HEALTH CENTRE, BELFAST",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00143,2021-09-16,,DR. SHERWOOD & PARTNERS BT9 7HR
DR. DOLAN & PARTNERS,Z00574,BT92 0GT,"LISNASKEA MEDICAL CENTRE (CIC), 44 DRUMHAW PARK, ENNISKILLEN",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00574,2023-11-20,,DR. DOLAN & PARTNERS BT92 0GT
DR. CUNNINGHAM & PARTNERS,Z00585,BT92 1DD,"CUILCAGH MEDICAL PRACTICE, DRUMLAGHY, ENNISKILLEN",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00585,2021-09-20,,DR. CUNNINGHAM & PARTNERS BT92 1DD
DR. HERDMAN & PARTNERS,Z00576,BT93 3FY,"RATHMORE CLINIC, RATHMORE, ENNISKILLEN",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00576,2021-09-21,,DR. HERDMAN & PARTNERS BT93 3FY
DR. HAIGNEY & PARTNERS,Z00566,BT94 1EH,"IRVINESTOWN HEALTH CENTRE, CHURCH STREET, ENNISKILLEN",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00566,2022-08-22,,DR. HAIGNEY & PARTNERS BT94 1EH
WHSCT BROOKEBOROUGH/TEMPO PCS,Z00584,BT94 4JG,"9 TANYARD LANE, AGHALUN, ENNISKILLEN",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00584,2025-02-24,,WHSCT BROOKEBOROUGH/TEMPO PCS BT94 4JG
